pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
4860	A	A	4.4	ENTAILMENT
4863	A	There	3.5	CONTRADICTION
4867	A	A	1.2	NEUTRAL
4869	A	A	4.9	ENTAILMENT
4872	A	A	4.4	CONTRADICTION
4874	A	A	3.2	NEUTRAL
4877	A	A	3.6	NEUTRAL
4879	There	A	3.8	CONTRADICTION
4880	A	A	4.3	ENTAILMENT
4881	A	A	3.8	CONTRADICTION
4882	A	A	4	NEUTRAL
4883	A	A	3.7	NEUTRAL
4885	A	There	3.2	NEUTRAL
4886	A	A	4.7	ENTAILMENT
4888	A	There	4.2	CONTRADICTION
4898	A	A	4.4	ENTAILMENT
4900	A	A	1.5	NEUTRAL
4901	There	A	1.2	NEUTRAL
4903	A	There	1.3	NEUTRAL
4905	A	A	3.9	NEUTRAL
4911	A	A	1.2	NEUTRAL
4912	A	A	1.1	NEUTRAL
4913	A	A	1.1	NEUTRAL
4918	A	A	4.2	NEUTRAL
4919	A	There	4	NEUTRAL
4921	There	A	4.1	CONTRADICTION
4922	A	A	4.2	ENTAILMENT
4926	Someone	Someone	3.4	CONTRADICTION
4928	A	Someone	1.9	NEUTRAL
4929	A	Someone	2.8	NEUTRAL
4932	An	An	4.2	NEUTRAL
4933	An	An	3.2	NEUTRAL
4937	The	The	3.3	NEUTRAL
4938	The	An	4.2	NEUTRAL
4940	An	The	2.885	NEUTRAL
4941	The	An	4.1	ENTAILMENT
4942	The	An	3.3	NEUTRAL
4944	The	An	4.385	ENTAILMENT
4946	A	A	3.6	CONTRADICTION
4947	A	A	3.8	NEUTRAL
4948	There	A	4	CONTRADICTION
4949	A	A	1	NEUTRAL
4950	A	There	1	NEUTRAL
4951	A	A	1	NEUTRAL
4953	A	A	1	NEUTRAL
4954	A	A	4.4	ENTAILMENT
4957	A	A	3.2	CONTRADICTION
4959	A	A	2.7	NEUTRAL
4960	A	A	2	NEUTRAL
4961	A	A	2.2	NEUTRAL
4964	A	A	3.1	CONTRADICTION
4965	A	A	5	ENTAILMENT
4967	A	A	3.2	NEUTRAL
4968	A	There	2	NEUTRAL
4970	A	A	2.4	NEUTRAL
4971	A	A	2.535	NEUTRAL
4974	Someone	Someone	4.45	ENTAILMENT
4975	Nobody	Someone	4.2	CONTRADICTION
4977	Nobody	An	1	NEUTRAL
4978	An	Someone	1	NEUTRAL
4981	Something	A	4.8	ENTAILMENT
4982	There	A	3.6	CONTRADICTION
4985	A	A	1.4	NEUTRAL
4989	A	A	1.5	NEUTRAL
4990	An	A	4.8	ENTAILMENT
4991	A	There	3.7	CONTRADICTION
4992	A	A	4.9	ENTAILMENT
4996	An	A	1	NEUTRAL
4997	A	There	1.1	NEUTRAL
4998	A	A	1	NEUTRAL
5000	A	A	3.9	NEUTRAL
5002	A	A	4.1	NEUTRAL
5005	A	A	4.2	ENTAILMENT
5007	A	A	4.4	ENTAILMENT
5010	An	A	4.9	ENTAILMENT
5011	A	There	3.2	CONTRADICTION
5012	A	An	3.8	NEUTRAL
5014	A	A	3.5	NEUTRAL
5015	There	A	3.6	NEUTRAL
5017	A	A	4.9	ENTAILMENT
5018	A	A	3.9	NEUTRAL
5022	A	Makeup	4.1	ENTAILMENT
5023	The	A	3.2	NEUTRAL
5024	The	A	4.5	ENTAILMENT
5025	A	The	2.7	NEUTRAL
5026	A	The	2.5	NEUTRAL
5027	The	A	4.4	ENTAILMENT
5031	The	The	3.3	CONTRADICTION
5032	The	The	3.6	NEUTRAL
5033	The	The	4.8	ENTAILMENT
5037	The	The	3.7	CONTRADICTION
5039	A	A	4.9	ENTAILMENT
5040	There	A	3	CONTRADICTION
5045	A	A	3.7	NEUTRAL
5046	There	A	2.7	NEUTRAL
5048	A	An	4.9	ENTAILMENT
5049	A	A	4.2	CONTRADICTION
5050	A	A	5	ENTAILMENT
5053	A	There	1.1	NEUTRAL
5056	A	A	1	NEUTRAL
5058	There	A	3.7	CONTRADICTION
5060	A	There	3.5	CONTRADICTION
5064	A	There	3.4	CONTRADICTION
5072	A	The	1.1	NEUTRAL
5073	A	A	1	NEUTRAL
5074	A	A	1	NEUTRAL
5078	A	There	3.6	CONTRADICTION
5079	The	A	2.7	NEUTRAL
5080	A	There	2.3	NEUTRAL
5081	The	A	1.9	NEUTRAL
5083	A	A	2.5	NEUTRAL
5085	A	There	3.5	CONTRADICTION
5086	A	A	4.1	NEUTRAL
5089	A	A	1.1	NEUTRAL
5091	There	A	1.8	NEUTRAL
5092	A	A	1.9	NEUTRAL
5096	A	A	3.6	NEUTRAL
5097	A	A	1	NEUTRAL
5100	There	A	1	NEUTRAL
5102	Some	A	4.815	ENTAILMENT
5105	A	There	3.2	CONTRADICTION
5107	There	A	3.985	CONTRADICTION
5109	A	A	3.2	NEUTRAL
5114	Two	Two	4.1	CONTRADICTION
5115	Two	A	1	NEUTRAL
5116	A	Two	1	NEUTRAL
5117	Two	A	1	NEUTRAL
5121	There	A	3.7	CONTRADICTION
5123	A	There	2.9	CONTRADICTION
5124	A	A	1.185	NEUTRAL
5125	A	There	1.1	NEUTRAL
5127	There	A	1.2	NEUTRAL
5132	There	A	4	CONTRADICTION
5133	A	A	3.6	NEUTRAL
5134	There	A	3.4	CONTRADICTION
5135	A	A	4.7	ENTAILMENT
5136	There	A	3.1	CONTRADICTION
5137	A	A	4.8	ENTAILMENT
5139	There	A	4	CONTRADICTION
5141	A	A	3.6	CONTRADICTION
5142	A	A	1.1	NEUTRAL
5145	There	A	1.2	NEUTRAL
5147	A	A	4.6	ENTAILMENT
5149	A	A	4.4	ENTAILMENT
5153	A	A	1	NEUTRAL
5154	A	A	1	NEUTRAL
5155	A	A	1	NEUTRAL
5160	A	The	1.1	NEUTRAL
5161	A	The	1.185	NEUTRAL
5163	The	There	1.1	NEUTRAL
5166	There	A	4.1	CONTRADICTION
5167	The	The	4.9	ENTAILMENT
5169	A	The	1	NEUTRAL
5171	The	A	1.3	NEUTRAL
5175	There	A	3.1	CONTRADICTION
5176	A	Some	5	ENTAILMENT
5177	A	A	3.6	CONTRADICTION
5178	A	Some	4.5	ENTAILMENT
5186	A	A	2.6	CONTRADICTION
5187	A	A	1	NEUTRAL
5189	A	Two	1	NEUTRAL
5191	A	A	1	NEUTRAL
5195	The	A	3	CONTRADICTION
5197	A	The	2.6	NEUTRAL
5198	A	A	3.9	ENTAILMENT
5199	A	There	2.2	NEUTRAL
5201	Some	A	5	ENTAILMENT
5204	The	The	3.3	CONTRADICTION
5208	A	The	2.8	NEUTRAL
5212	The	The	4.5	ENTAILMENT
5215	The	A	1.5	NEUTRAL
5216	The	A	1.1	NEUTRAL
5219	A	An	4.6	ENTAILMENT
5220	A	There	2.9	CONTRADICTION
5223	A	A	4.3	NEUTRAL
5225	A	An	3.3	NEUTRAL
5226	A	There	3.7	CONTRADICTION
5227	A	A	3.9	NEUTRAL
5231	A	A	3.6	CONTRADICTION
5232	A	A	3.2	NEUTRAL
5234	A	A	3.1	NEUTRAL
5236	A	A	2.9	NEUTRAL
5238	A	A	3.5	CONTRADICTION
5239	A	A	4.4	NEUTRAL
5242	A	A	3.165	NEUTRAL
5244	A	A	3.4	NEUTRAL
5246	The	A	4.7	ENTAILMENT
5247	A	A	3.1	NEUTRAL
5248	Someone	Someone	4.2	NEUTRAL
5249	Nobody	Someone	3.9	CONTRADICTION
5251	Nobody	A	1	NEUTRAL
5253	A	Someone	1.7	NEUTRAL
5254	A	Someone	1.7	NEUTRAL
5258	The	The	3.8	CONTRADICTION
5260	A	The	3.7	NEUTRAL
5261	A	The	4.7	ENTAILMENT
5262	There	The	3.5	NEUTRAL
5263	A	The	4.6	ENTAILMENT
5264	A	A	3.5	NEUTRAL
5267	Someone	Nobody	2.8	CONTRADICTION
5269	Nobody	A	2.8	CONTRADICTION
5276	A	A	4.1	NEUTRAL
5277	Sign	A	4.7	ENTAILMENT
5278	A	A	3.3	NEUTRAL
5282	A	A	4.5	ENTAILMENT
5288	A	A	4.4	ENTAILMENT
5291	A	A	4.5	ENTAILMENT
5294	A	A	3.935	CONTRADICTION
5296	A	A	1	NEUTRAL
5298	A	A	1.3	NEUTRAL
5303	The	The	3.9	CONTRADICTION
5304	A	A	4.6	ENTAILMENT
5306	The	Potatoes	4.7	ENTAILMENT
5311	A	A	4.9	ENTAILMENT
5313	A	A	4.3	ENTAILMENT
5314	A	A	3.1	NEUTRAL
5317	A	A	4.4	ENTAILMENT
5318	A	A	4.8	ENTAILMENT
5319	A	A	4	CONTRADICTION
5321	Someone	Someone	3	CONTRADICTION
5324	Someone	A	3.8	NEUTRAL
5325	Someone	A	3	NEUTRAL
5327	A	A	4.8	ENTAILMENT
5333	A	A	4.4	ENTAILMENT
5334	A	A	3.5	NEUTRAL
5338	The	The	4.4	ENTAILMENT
5340	The	The	3	NEUTRAL
5341	The	The	3	NEUTRAL
5342	Seasoning	The	3.7	NEUTRAL
5345	A	A	4.9	ENTAILMENT
5346	There	A	3	CONTRADICTION
5347	A	A	4.9	ENTAILMENT
5348	A	A	3.9	NEUTRAL
5350	A	A	4.7	ENTAILMENT
5351	A	A	4.4	ENTAILMENT
5356	The	The	5	ENTAILMENT
5357	The	There	2.7	CONTRADICTION
5358	A	The	4.8	ENTAILMENT
5359	A	There	4.2	CONTRADICTION
5361	The	A	4.2	CONTRADICTION
5362	The	A	5	ENTAILMENT
5369	A	A	1.3	NEUTRAL
5370	A	There	1.1	NEUTRAL
5372	A	A	4.3	ENTAILMENT
5376	A	An	1	NEUTRAL
5377	A	A	1	NEUTRAL
5378	A	A	1	NEUTRAL
5379	There	A	1	NEUTRAL
5380	A	A	1	NEUTRAL
5383	The	A	5	ENTAILMENT
5384	A	There	4.3	CONTRADICTION
5385	A	The	2	NEUTRAL
5387	The	A	2.9	NEUTRAL
5389	A	A	3.7	NEUTRAL
5391	A	A	3.4	NEUTRAL
5393	The	The	3.3	CONTRADICTION
5395	The	A	3.7	NEUTRAL
5397	A	The	2.5	CONTRADICTION
5398	The	A	4.315	ENTAILMENT
5399	Eggs	A	4.9	ENTAILMENT
5401	A	Skewers	4.9	ENTAILMENT
5404	A	There	1.4	NEUTRAL
5405	Eggs	A	1.7	NEUTRAL
5406	A	A	1.9	NEUTRAL
5407	A	A	2.4	NEUTRAL
5409	A	A	2.7	CONTRADICTION
5411	The	The	3.2	CONTRADICTION
5414	The	A	3.5	NEUTRAL
5415	A	The	3.6	NEUTRAL
5419	A	A	4.3	ENTAILMENT
5420	There	A	4.5	CONTRADICTION
5423	A	A	1	NEUTRAL
5426	A	A	4.8	ENTAILMENT
5427	There	A	3.365	CONTRADICTION
5429	Someone	Someone	4.1	CONTRADICTION
5432	Someone	A	4.8	ENTAILMENT
5434	A	Someone	4.6	ENTAILMENT
5435	Two	Two	3.9	ENTAILMENT
5436	Two	Two	3.5	NEUTRAL
5437	Two	Two	5	ENTAILMENT
5439	Two	Two	3.6	NEUTRAL
5440	Two	Two	3.2	ENTAILMENT
5443	Two	Two	3.2	NEUTRAL
5446	A	Fish	5	ENTAILMENT
5447	A	A	3.3	CONTRADICTION
5449	A	A	3.6	NEUTRAL
5455	A	The	4.8	ENTAILMENT
5456	A	A	3.7	NEUTRAL
5457	A	The	3.3	NEUTRAL
5458	A	A	4.9	ENTAILMENT
5459	A	A	2.2	NEUTRAL
5460	A	A	3.8	NEUTRAL
5462	A	A	4.6	ENTAILMENT
5463	A	There	3.6	CONTRADICTION
5464	Grass	A	5	ENTAILMENT
5466	A	Grass	4.5	ENTAILMENT
5467	A	There	3.8	CONTRADICTION
5468	A	A	3.8	NEUTRAL
5471	A	A	4.4	ENTAILMENT
5474	A	A	3.6	CONTRADICTION
5476	A	A	1.3	NEUTRAL
5477	A	A	1.3	NEUTRAL
5478	A	A	1.1	NEUTRAL
5480	The	The	4.5	ENTAILMENT
5483	The	The	3.6	NEUTRAL
5487	The	The	2.9	NEUTRAL
5489	A	A	5	ENTAILMENT
5491	Broccoli	A	4.8	ENTAILMENT
5492	A	A	2.9	CONTRADICTION
5495	A	A	2.6	NEUTRAL
5496	A	There	1.9	NEUTRAL
5497	A	A	2.4	NEUTRAL
5500	A	A	4.2	ENTAILMENT
5501	There	A	3.5	CONTRADICTION
5502	A	A	1.1	NEUTRAL
5503	There	A	1	NEUTRAL
5504	A	A	1.5	NEUTRAL
5505	A	A	1	NEUTRAL
5507	Guitar	A	4.9	ENTAILMENT
5510	A	A	4.2	NEUTRAL
5512	A	A	2.6	NEUTRAL
5513	A	Guitar	3.415	NEUTRAL
5514	There	A	3	NEUTRAL
5518	A	A	4.6	ENTAILMENT
5520	A	A	3.2	NEUTRAL
5521	A	A	3	NEUTRAL
5522	A	A	3.5	NEUTRAL
5523	A	A	2.7	NEUTRAL
5525	A	A	4.5	ENTAILMENT
5526	A	There	3.4	CONTRADICTION
5530	A	A	3.2	NEUTRAL
5531	A	A	2.9	NEUTRAL
5532	A	There	3.5	NEUTRAL
5533	A	A	3.7	NEUTRAL
5534	A	A	4.15	ENTAILMENT
5535	A	A	3.2	CONTRADICTION
5537	A	A	3.9	NEUTRAL
5538	A	A	2.6	NEUTRAL
5545	The	The	4.635	ENTAILMENT
5546	The	The	3.3	CONTRADICTION
5548	A	The	1.1	NEUTRAL
5549	A	The	1.1	NEUTRAL
5552	A	A	4.6	ENTAILMENT
5553	A	A	3.5	NEUTRAL
5554	The	The	4.3	ENTAILMENT
5555	The	The	4.2	ENTAILMENT
5556	A	The	1	NEUTRAL
5558	A	The	1.1	NEUTRAL
5560	A	The	1.1	NEUTRAL
5561	A	A	4.8	ENTAILMENT
5563	The	The	4.1	ENTAILMENT
5565	A	The	3.7	NEUTRAL
5568	There	The	3.3	CONTRADICTION
5569	The	A	4.4	ENTAILMENT
5575	A	The	2.7	NEUTRAL
5580	A	There	3.8	CONTRADICTION
5582	A	A	4	NEUTRAL
5584	A	A	2.2	NEUTRAL
5586	There	A	2.8	NEUTRAL
5587	A	A	3.1	NEUTRAL
5591	A	A	3.7	CONTRADICTION
5593	A	A	2.5	NEUTRAL
5595	A	A	3.8	NEUTRAL
5602	There	A	2.115	NEUTRAL
5603	A	A	2.285	NEUTRAL
5604	There	A	2.2	NEUTRAL
5607	A	A	3.85	CONTRADICTION
5608	A	A	3.9	NEUTRAL
5609	A	A	4.1	NEUTRAL
5610	A	A	1.3	NEUTRAL
5612	A	A	1	NEUTRAL
5613	A	A	1.1	NEUTRAL
5614	A	A	1.1	NEUTRAL
5615	A	A	4.7	ENTAILMENT
5617	A	A	4.815	ENTAILMENT
5618	A	A	4	NEUTRAL
5619	A	A	4	ENTAILMENT
5620	A	A	3.6	ENTAILMENT
5621	A	A	4.2	ENTAILMENT
5623	A	A	4.2	ENTAILMENT
5624	A	A	4.8	ENTAILMENT
5627	A	There	3.4	CONTRADICTION
5632	A	A	3.6	NEUTRAL
5633	The	A	4.8	ENTAILMENT
5634	A	A	3	NEUTRAL
5637	A	A	4.2	ENTAILMENT
5640	A	A	2.5	NEUTRAL
5641	A	A	4.4	ENTAILMENT
5642	Someone	A	5	ENTAILMENT
5643	Nobody	Someone	3.7	CONTRADICTION
5645	Someone	Someone	3.5	CONTRADICTION
5646	Someone	Someone	4.5	ENTAILMENT
5647	Someone	Someone	3.7	NEUTRAL
5651	A	A	4	NEUTRAL
5653	A	A	4.7	ENTAILMENT
5656	A	A	1.7	NEUTRAL
5659	A	A	1.4	NEUTRAL
5663	The	The	3.9	NEUTRAL
5664	A	A	3.5	NEUTRAL
5668	The	A	3.6	NEUTRAL
5671	A	A	4.5	ENTAILMENT
5676	A	A	2.9	NEUTRAL
5677	A	A	5	ENTAILMENT
5678	A	A	4.7	ENTAILMENT
5679	A	A	3.465	NEUTRAL
5680	Tofu	A	5	ENTAILMENT
5683	A	There	2.8	NEUTRAL
5687	The	The	4.3	ENTAILMENT
5691	The	The	1.2	NEUTRAL
5693	The	The	2.2	NEUTRAL
5694	The	The	1.4	NEUTRAL
5695	The	The	1.9	NEUTRAL
5696	Some	A	5	ENTAILMENT
5697	There	A	4	CONTRADICTION
5701	There	A	3.8	CONTRADICTION
5710	A	There	3.7	CONTRADICTION
5712	A	A	4.1	NEUTRAL
5717	A	A	3.6	NEUTRAL
5718	A	A	4.5	ENTAILMENT
5722	A	A	4.1	NEUTRAL
5725	Hay	A	5	ENTAILMENT
5728	A	A	3.65	ENTAILMENT
5732	A	A	4.5	ENTAILMENT
5733	A	A	2.3	NEUTRAL
5736	A	A	1	NEUTRAL
5737	A	A	1.1	NEUTRAL
5739	A	A	1.2	NEUTRAL
5740	A	A	1.1	NEUTRAL
5741	A	A	4.7	ENTAILMENT
5742	A	A	3.85	CONTRADICTION
5744	A	There	3.5	CONTRADICTION
5749	A	A	2.1	NEUTRAL
5750	The	The	4.2	ENTAILMENT
5751	The	There	3.6	CONTRADICTION
5752	The	The	4.4	ENTAILMENT
5753	The	There	2.8	CONTRADICTION
5755	The	There	1.7	NEUTRAL
5756	The	The	1	NEUTRAL
5758	The	The	1.9	NEUTRAL
5761	A	A	4.5	ENTAILMENT
5762	A	A	4.8	ENTAILMENT
5764	A	A	1.1	NEUTRAL
5765	A	A	1.8	NEUTRAL
5768	A	A	1.6	NEUTRAL
5770	A	A	4.8	ENTAILMENT
5772	A	A	4.5	ENTAILMENT
5773	A	There	3.5	CONTRADICTION
5776	A	A	4.6	ENTAILMENT
5777	A	A	2.6	CONTRADICTION
5779	A	A	4.4	ENTAILMENT
5781	A	A	4.4	ENTAILMENT
5787	A	A	1	NEUTRAL
5788	A	A	4.9	ENTAILMENT
5791	A	A	3.6	NEUTRAL
5792	A	A	4.8	ENTAILMENT
5794	A	A	4.4	ENTAILMENT
5797	A	A	4.3	ENTAILMENT
5801	A	A	2.3	NEUTRAL
5810	A	A	1.1	NEUTRAL
5811	A	A	1.6	NEUTRAL
5812	A	A	1.8	NEUTRAL
5813	A	A	1	NEUTRAL
5815	A	A	4.8	ENTAILMENT
5816	A	A	3.5	NEUTRAL
5819	A	A	1.4	NEUTRAL
5820	There	A	1.3	NEUTRAL
5821	A	A	1.1	NEUTRAL
5822	A	A	1.1	NEUTRAL
5823	A	A	1.5	NEUTRAL
5824	A	A	4.8	ENTAILMENT
5825	A	A	4	NEUTRAL
5828	A	A	3.4	NEUTRAL
5829	A	A	3.1	NEUTRAL
5834	A	There	4	CONTRADICTION
5835	A	A	5	ENTAILMENT
5839	A	A	1.4	NEUTRAL
5841	A	A	1.7	NEUTRAL
5842	The	The	4.4	ENTAILMENT
5845	There	The	4.2	CONTRADICTION
5846	The	The	4.5	ENTAILMENT
5847	The	There	3.1	CONTRADICTION
5848	The	The	4.4	ENTAILMENT
5851	A	Noodles	4.8	ENTAILMENT
5852	A	A	4	NEUTRAL
5853	Someone	Someone	4.5	ENTAILMENT
5855	A	Someone	3.6	ENTAILMENT
5857	Someone	Noodles	4	NEUTRAL
5859	A	Someone	4.2	NEUTRAL
5860	The	The	4.5	ENTAILMENT
5861	The	The	3.9	CONTRADICTION
5864	Two	The	4.5	ENTAILMENT
5865	Two	The	3.1	NEUTRAL
5867	The	Two	3.6	NEUTRAL
5874	A	An	4.4	ENTAILMENT
5875	An	An	5	ENTAILMENT
5876	A	An	3.3	NEUTRAL
5879	A	A	3.835	NEUTRAL
5882	A	A	3.9	ENTAILMENT
5883	A	A	3.6	NEUTRAL
5885	A	A	4	NEUTRAL
5886	A	A	4.4	ENTAILMENT
5887	A	A	4.2	ENTAILMENT
5890	A	A	3.685	NEUTRAL
5894	A	A	1	NEUTRAL
5895	A	A	1	NEUTRAL
5898	A	Two	4.5	ENTAILMENT
5899	A	A	4.4	CONTRADICTION
5900	A	Two	4.1	NEUTRAL
5901	A	A	4.4	NEUTRAL
5902	A	A	4.3	ENTAILMENT
5905	Ingredients	A	4.815	ENTAILMENT
5906	There	A	4	CONTRADICTION
5907	The	The	4.1	NEUTRAL
5911	Ingredients	The	3.3	NEUTRAL
5918	A	Potatoes	1	NEUTRAL
5919	A	There	1	NEUTRAL
5922	A	A	1	NEUTRAL
5923	The	The	3.9	NEUTRAL
5928	Two	The	1.4	NEUTRAL
5931	Two	The	2	NEUTRAL
5936	A	Someone	4.3	ENTAILMENT
5937	Nobody	A	3.6	CONTRADICTION
5941	The	The	4.7	ENTAILMENT
5943	A	A	5	ENTAILMENT
5944	A	A	2.7	NEUTRAL
5947	The	A	3	NEUTRAL
5948	The	A	2.9	NEUTRAL
5952	The	A	5	ENTAILMENT
5956	A	A	4.1	NEUTRAL
5960	A	A	3.4	ENTAILMENT
5964	A	A	4.9	ENTAILMENT
5965	A	There	3.7	CONTRADICTION
5966	A	A	1.5	NEUTRAL
5968	A	A	1.1	NEUTRAL
5970	A	A	1.8	NEUTRAL
5975	The	The	4.8	ENTAILMENT
5976	The	The	3.6	CONTRADICTION
5977	The	A	3.9	ENTAILMENT
5978	A	The	2.5	NEUTRAL
5979	A	The	3.1	NEUTRAL
5982	A	The	4.1	NEUTRAL
5983	A	A	4.9	ENTAILMENT
5986	A	A	3.6	NEUTRAL
5987	The	A	2.9	NEUTRAL
5988	The	A	3.5	NEUTRAL
5989	A	A	4.1	NEUTRAL
5990	The	A	2.2	NEUTRAL
5991	A	A	4.2	NEUTRAL
5992	A	A	2.9	NEUTRAL
5996	A	A	4.9	ENTAILMENT
6000	A	A	3.915	NEUTRAL
6006	The	The	4.9	ENTAILMENT
6007	The	The	3.7	CONTRADICTION
6014	One	A	5	ENTAILMENT
6015	A	A	2.8	NEUTRAL
6017	A	A	4.9	ENTAILMENT
6020	A	A	3	NEUTRAL
6022	A	A	2.4	NEUTRAL
6027	A	The	4.9	ENTAILMENT
6028	A	A	3.1	NEUTRAL
6029	A	The	2.9	NEUTRAL
6030	A	A	2.5	NEUTRAL
6032	There	A	3.3	NEUTRAL
6035	The	The	4.5	CONTRADICTION
6037	A	There	4	CONTRADICTION
6038	A	A	3.5	NEUTRAL
6041	The	A	2	NEUTRAL
6044	The	A	3.5	NEUTRAL
6045	A	A	4.4	ENTAILMENT
6050	A	A	1.6	NEUTRAL
6051	A	A	2.7	NEUTRAL
6052	A	A	1.9	NEUTRAL
6053	A	A	2.4	NEUTRAL
6054	The	The	4.8	ENTAILMENT
6056	A	A	4.8	ENTAILMENT
6060	A	The	2.5	NEUTRAL
6061	A	The	2.4	NEUTRAL
6065	A	A	4.9	ENTAILMENT
6068	A	The	3.4	NEUTRAL
6072	A	The	2.735	NEUTRAL
6075	A	A	3.5	NEUTRAL
6077	A	There	3.7	CONTRADICTION
6080	The	A	4.3	ENTAILMENT
6082	A	A	4.3	ENTAILMENT
6083	The	A	4.9	ENTAILMENT
6084	A	A	3.9	NEUTRAL
6085	The	The	4.8	ENTAILMENT
6086	The	The	3.7	CONTRADICTION
6088	The	A	3.6	NEUTRAL
6092	The	The	4.5	ENTAILMENT
6093	The	The	4.5	NEUTRAL
6095	There	A	4.6	CONTRADICTION
6096	A	The	4.6	ENTAILMENT
6098	The	A	4.4	NEUTRAL
6099	A	The	3.2	NEUTRAL
6101	One	A	4.8	ENTAILMENT
6103	A	A	3.4	NEUTRAL
6104	A	A	4.3	ENTAILMENT
6105	There	A	3.7	CONTRADICTION
6106	A	A	3.3	NEUTRAL
6108	A	There	3.1	NEUTRAL
6109	A	A	2.6	NEUTRAL
6112	A	A	3.3	NEUTRAL
6117	A	A	4.1	NEUTRAL
6120	A	A	4.1	NEUTRAL
6122	A	A	3.4	NEUTRAL
6123	A	A	4.6	ENTAILMENT
6127	A	A	4	NEUTRAL
6128	A	A	3.4	NEUTRAL
6133	A	A	3.1	NEUTRAL
6135	A	A	4.7	ENTAILMENT
6136	A	There	4	CONTRADICTION
6137	A	A	3.4	NEUTRAL
6144	Two	Two	3.5	NEUTRAL
6145	Two	Two	5	ENTAILMENT
6147	Two	Two	3.3	ENTAILMENT
6150	Two	Two	3.4	NEUTRAL
6152	A	A	4.6	ENTAILMENT
6154	The	A	5	ENTAILMENT
6155	The	The	3.3	NEUTRAL
6157	A	The	1.7	NEUTRAL
6159	The	A	1.3	NEUTRAL
6160	A	The	1.8	NEUTRAL
6161	A	A	4.9	ENTAILMENT
6164	The	The	3.6	CONTRADICTION
6169	A	The	4.4	NEUTRAL
6170	A	A	4.6	ENTAILMENT
6171	A	There	3.2	CONTRADICTION
6174	A	A	3.8	CONTRADICTION
6175	A	A	2.4	NEUTRAL
6176	The	A	3.6	NEUTRAL
6178	A	A	3	NEUTRAL
6179	A	A	3.5	ENTAILMENT
6180	A	There	2.2	NEUTRAL
6183	Four	Some	4.5	ENTAILMENT
6185	The	The	5	ENTAILMENT
6186	The	The	3.9	CONTRADICTION
6187	The	Four	3.3	NEUTRAL
6188	The	Four	2.7	NEUTRAL
6191	The	Four	3.2	NEUTRAL
6193	Two	There	3.2	CONTRADICTION
6194	A	The	4.9	ENTAILMENT
6195	A	A	3.7	ENTAILMENT
6197	A	Two	2.1	NEUTRAL
6198	A	Two	2.4	NEUTRAL
6199	There	A	1.8	NEUTRAL
6200	A	Two	2.4	NEUTRAL
6202	A	A	3.1	CONTRADICTION
6205	A	There	4	CONTRADICTION
6206	Something	A	3.2	NEUTRAL
6208	A	A	2.3	NEUTRAL
6209	A	A	3	NEUTRAL
6211	A	A	3.1	NEUTRAL
6212	A	A	4.3	ENTAILMENT
6214	A	A	4.6	ENTAILMENT
6215	There	A	3.2	CONTRADICTION
6218	A	A	4.5	ENTAILMENT
6224	The	The	3.5	CONTRADICTION
6225	The	People	3.4	NEUTRAL
6232	A	A	4.5	ENTAILMENT
6233	A	A	3.9	NEUTRAL
6234	Two	A	3.8	NEUTRAL
6236	Two	A	4.1	NEUTRAL
6239	A	A	4.9	ENTAILMENT
6241	A	The	5	ENTAILMENT
6242	A	A	3	NEUTRAL
6243	The	A	2.9	NEUTRAL
6246	A	A	2.5	NEUTRAL
6248	The	The	4.8	ENTAILMENT
6249	The	The	3.5	CONTRADICTION
6250	A	A	4.6	ENTAILMENT
6253	A	The	4.1	ENTAILMENT
6258	A	The	4.2	ENTAILMENT
6259	Two	Two	4.9	ENTAILMENT
6263	Two	Two	4.4	NEUTRAL
6266	Two	There	3.5	CONTRADICTION
6267	Two	Two	4.3	ENTAILMENT
6272	A	A	3.3	NEUTRAL
6278	A	A	3.6	CONTRADICTION
6286	A	A	4.8	ENTAILMENT
6288	The	The	4.8	ENTAILMENT
6290	A	Many	4.8	ENTAILMENT
6291	A	There	4.4	CONTRADICTION
6292	Many	The	3.6	NEUTRAL
6293	There	The	3.7	NEUTRAL
6295	A	The	3.5	NEUTRAL
6297	The	The	5	ENTAILMENT
6299	A	A	4.8	ENTAILMENT
6300	A	A	3.8	NEUTRAL
6301	A	The	1.8	NEUTRAL
6302	A	The	2.835	NEUTRAL
6305	A	The	3	NEUTRAL
6306	The	A	5	ENTAILMENT
6307	A	There	4.3	CONTRADICTION
6308	A	A	4.9	ENTAILMENT
6309	A	There	3.7	CONTRADICTION
6310	A	A	3	NEUTRAL
6311	There	A	2.7	NEUTRAL
6313	A	There	2.1	NEUTRAL
6316	A	A	3.5	CONTRADICTION
6317	A	A	4.9	ENTAILMENT
6318	A	A	3.7	NEUTRAL
6319	A	A	3.8	ENTAILMENT
6321	A	A	3	NEUTRAL
6326	A	A	3.9	NEUTRAL
6327	The	A	4.9	ENTAILMENT
6333	The	A	3.2	NEUTRAL
6334	A	The	3.8	NEUTRAL
6335	The	The	4.9	ENTAILMENT
6336	The	The	3.6	CONTRADICTION
6337	The	The	3.3	NEUTRAL
6338	A	A	4.5	ENTAILMENT
6342	The	A	4.2	NEUTRAL
6345	A	The	4.4	ENTAILMENT
6346	A	A	4.9	ENTAILMENT
6347	A	A	3.7	NEUTRAL
6348	The	A	4.9	ENTAILMENT
